section,key,context,source,description,notes,placeholders,screenshot,references,translation,status,previous_source,source_hash
strings,PowerRoot.ProgressPhaseDecimalShift,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước {0}/{1}: Nhận diện ±10ᵏ và tạo biểu diễn trực tiếp bằng chữ số 1 cùng số lượng số 0 cần thiết.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:2751,,untranslated,,12109414da19ceddb9c3fd24809a433e5aa42e7755ad04438672ae1fd01ad6a3
strings,PowerRoot.ProgressPhaseComputing,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước {0}/{1}: Tính lũy thừa bằng engine đã chọn • đã hoàn tất {2}/{3} phép nhân lớn.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:2758,,untranslated,,1aae67fe39f50f0a6bd9ae3a5cc8a78feb6db6a5ea2852b1eb0c651d0131cd11
strings,PowerRoot.ProgressPhaseCombining,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước {0}/{1}: Ghép các kết quả • đã hoàn tất {2}/{3} phép nhân.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,,,untranslated,,97d6c68c28ae710539171ab5b66c1676f3d43e86238d1c6b4f1c0eeceb2bd976
strings,PowerRoot.ProgressPhaseFormatting,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước {0}/{1}: Đếm chữ số và chuẩn bị kết quả hiển thị.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,"Views/PowerRootView.xaml.cs:2771
Views/PowerRootView.xaml.cs:2778",,untranslated,,097f3e709932704c6d1dd9cc112b84920c1ae418366444ae7ce0f4438fc0efd9
strings,PowerRoot.ProgressPhaseCompleted,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Hoàn tất {0}/{1} bước.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:2783,,untranslated,,f3f746aa6b334d005ecd919ca11d6c576486e9a1354630586282d2b87aedbce4
strings,PowerRoot.ProgressWorkers,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Sử dụng {0} luồng,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,"Views/PowerRootView.xaml.cs:2764
Views/PowerRootView.xaml.cs:2775",,untranslated,,df5ef3f78b26c14a66022034c284dcfcc7a620503f9f265c7b10d9850326a046
strings,PowerRoot.ProgressCompleted,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Đã tính xong {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:2680,,untranslated,,1b4085a458a24320ef3319c5e074206a8dace6f76850fca2e4e15e20c8356352
strings,PowerRoot.ProgressStopped,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Đã dừng tính toán theo yêu cầu.,,,,,Views/PowerRootView.xaml.cs:2541,,untranslated,,82d4756ebef74f60898573f69b390d936d131ce8186e42f523e3cf12de57dbf3
strings,PowerRoot.ProgressStopping,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Đang dừng sau phép nhân BigInteger hiện tại…,,,,,Views/PowerRootView.xaml.cs:4442,,untranslated,,8250c37825362aa0014bb7781cd461cb5a43871f31266416adbc590dce89b1c7
strings,PowerRoot.CalculationError,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Không thể hoàn tất phép tính: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:2558,,untranslated,,f229041f676dc900914215ad314bc67c94428259a9741ee1a7ce020f7428f607
strings,PowerRoot.StepGiven,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 1. Phép tính đã cho: {0}.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,"Views/PowerRootView.xaml.cs:3593
Views/PowerRootView.xaml.cs:3608
Views/PowerRootView.xaml.cs:3624
Views/PowerRootView.xaml.cs:3664",,untranslated,,2391cb4ab2c63e05bb63e0842e2abe8ef93843b76452181d1c07c61594d219f5
strings,PowerRoot.StepZeroExponent,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 2. Với cơ số khác 0, mọi số mũ 0 đều cho kết quả bằng 1: a⁰ = 1.",,,,,Views/PowerRootView.xaml.cs:3596,,untranslated,,eec45805ffd238bc48c27858b4239b118ce6307c364b027834a184e7723fb0e3
strings,PowerRoot.StepZeroBase,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Vì số mũ {0} là số nguyên dương nên 0 mũ {0} bằng 0: 0ⁿ = 0 với n > 0.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3611,,untranslated,,0225c941e893b0a41120da8cd49f32a5cad139c4f2753bb49c79347968917ff3
strings,PowerRoot.StepFirstExponent,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 2. Theo quy tắc số mũ 1, một số mũ 1 bằng chính số đó: a¹ = a. Vì vậy {0}¹ = {0}.",,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3627,,untranslated,,90d56bde64156100feb23f1bd24b2d74a14f3a5b45054254c0a0e663f83aec3f
strings,PowerRoot.StepOneBase,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Mọi thừa số đều bằng 1 nên tích vẫn bằng 1: 1{1} = 1.,,,{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3643,,untranslated,,8e171ba91490ce92fd90f847ba5ec090a5eabe8a917e638ca2c332f72216b83f
strings,PowerRoot.StepNegativeOneEven,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Số mũ {0} là số chẵn. Các dấu âm của (−1){1} ghép thành từng cặp nên kết quả bằng 1.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3653,,untranslated,,2f6350688cff3c4f813ff06595bb6c8ed6fbcbf793bd7eb200179983a8771c55
strings,PowerRoot.StepNegativeOneOdd,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Số mũ {0} là số lẻ. Sau khi ghép các dấu âm của (−1){1} thành từng cặp vẫn còn một dấu âm nên kết quả bằng −1.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3654,,untranslated,,0fe8bf822ab1f27b3a4e5ac16d0cf8570446edee0758a7b32e28d70ed514c14b
strings,PowerRoot.StepDefinition,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 2. Theo định nghĩa, lũy thừa này là tích của {1} thừa số cùng bằng {0}. Để trình bày gọn và áp dụng được cả khi số mũ lớn, ta dùng các quy tắc lũy thừa tương đương.",,,"{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3679,,untranslated,,94e5a1c9ed1beb23d7d8830827e270662ba08ab9ad2f5b6befa4fd2e4243386d
strings,PowerRoot.StepPositiveSign,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 3. Xét dấu: cơ số là số dương nên mọi lũy thừa của nó đều dương.,,,,,Views/PowerRootView.xaml.cs:3854,,untranslated,,363254ff922b81d8b101b67d8a192f607a2ad7c4d8861233337fb684182da89a
strings,PowerRoot.StepNegativeEvenSign,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 3. Xét dấu: cơ số âm và số mũ {0} là số chẵn. Các dấu âm ghép thành từng cặp nên kết quả là số dương.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3859,,untranslated,,3b9d298c4168dabedb7c6b64750327d535ed2b20df20a61666a52912ce0cd1dc
strings,PowerRoot.StepNegativeOddSign,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 3. Xét dấu: cơ số âm và số mũ {0} là số lẻ. Sau khi ghép các dấu âm thành từng cặp vẫn còn một dấu âm, nên kết quả là số âm.",,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3860,,untranslated,,5f05dde5a009d07f75ba24af85ba7aee59f38c1525cb45364333d21c96440d07
strings,PowerRoot.StepRepeatedSquaring,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 4. Tính bằng bình phương liên tiếp: a² = a × a, a⁴ = (a²)², a⁸ = (a⁴)², … Mỗi lần bình phương, số mũ được gấp đôi.",,,,,Views/PowerRootView.xaml.cs:3759,,untranslated,,92207ab1805b6ed3b9232333306b6d59f58b7bbd3f5897be8ffe3a1d907b2ccb
strings,PowerRoot.StepPowerOfTwoExponent,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 5. Số mũ {0} là một lũy thừa của 2, nên chỉ cần tiếp tục bình phương cho đến khi đạt a{1}.",,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3780,,untranslated,,fc0497262769a02438e4472629e569e063005efb33428f2c0ba4b958a88354d0
strings,PowerRoot.StepDecomposeExponent,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 5. Phân tích số mũ: {0} = {1}. Áp dụng quy tắc aᵐ⁺ⁿ = aᵐ × aⁿ, ta có a{3} = {2}.",,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3805,,untranslated,,ea832584701124f648f63f7c7c6a9bf1ad16f40f868a16072c2c2fd5739b49e6
strings,PowerRoot.StepOperationCount,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 6. Theo cách trên, cần {0} lần bình phương và {1} lần nhân các lũy thừa đã chọn, thay vì phải viết và nhân trực tiếp {2} thừa số. Đơn luồng hay đa luồng đều tuân theo đúng các quy tắc toán học này.",,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3824,,untranslated,,71b0ff517aba9e6dc1cfe47b6206b885a388ebd66c8745277a08cb26068ffe1b
strings,PowerRoot.StepDecimalPowerRule,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 4. Trị tuyệt đối của cơ số là 10{3}. Áp dụng (10ᵏ)ⁿ = 10^(k × n), ta được (10{3}){4} = 10{5}; tức là chữ số 1 theo sau bởi {2} chữ số 0. Dấu của kết quả được xác định ở bước 3.",,,"{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{4}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{5}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3695,,untranslated,,6ff9a5db432394ed03028a1a054b20b48db46881a2107d7e3b1d96fc78f63a25
strings,PowerRoot.StepResultWithDigits,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Kết luận. Kết quả có {1} chữ số và được hiển thị là: {0},,,"{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3836,,untranslated,,b0e7b13ce7de2eefe2810f1fe4eac29188feb75a8cee62cce18acaeaf800257f
strings,PowerRoot.StepBitShift,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 4. Trị tuyệt đối của cơ số là 2{3}. Áp dụng (2ᵏ)ⁿ = 2^(k × n), ta được (2{3}){4} = 2{5}, vì {0} × {1} = {2}. Sau khi đưa về một lũy thừa của 2, ứng dụng tạo kết quả bằng phép dịch bit để tính nhanh hơn mà vẫn giữ kết quả nguyên chính xác; dấu đã được xác định ở bước 3.",,,"{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{4}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{5}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,,,untranslated,,04a46072720cf1f472b7258a5feb6cc0c2b1d50520fb48c44d23e82aaba0936b
strings,PowerRoot.StepBitShiftBaseTwo,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 4. Trị tuyệt đối của cơ số bằng 2, nên phép tính có dạng 2{1}. Về toán học, đây vẫn là tích của {0} thừa số 2. Trong hệ nhị phân, 2{1} có thể được tạo bằng cách dịch một bit 1 sang trái {0} vị trí, vì vậy ứng dụng không cần nhân số 2 lặp lại rất nhiều lần. Đây chỉ là cách máy tính tính nhanh hơn; kết quả vẫn là số nguyên chính xác. Dấu đã được xác định ở bước 3.",,,"{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3730,,untranslated,,e7d4ba4b7d74ce92a7a5a2d5c63d6c2547c6598551eba7d81f5cfefdffecb5ba
strings,PowerRoot.StepBitShiftPowerOfTwo,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 4. Trị tuyệt đối của cơ số là 2{3}. Dùng quy tắc (2ᵏ)ⁿ = 2^(k × n), ta đổi phép tính thành (2{3}){4} = 2{5}; ở đây {0} × {1} = {2}. Sau khi đã đưa về một lũy thừa của 2, ứng dụng tạo 2{5} bằng phép dịch bit thay vì thực hiện rất nhiều phép nhân. Cách làm này nhanh hơn nhưng vẫn cho cùng một kết quả nguyên chính xác. Dấu đã được xác định ở bước 3.",,,"{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{4}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{5}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3739,,untranslated,,aa68125658d9ebc177737709c55da3c8099de5b16141ccd94b88fdbef68a23d9
strings,PowerRoot.StepPowerOfTen,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Cơ số có dạng ±10ᵏ nên không cần tạo BigInteger hay ghép kết quả. Sinh trực tiếp chữ số 1 và {0} số 0; dấu âm chỉ được giữ khi cơ số âm và số mũ lẻ.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,ba9205aa82a162e11ec890f7511c43a21539143010632fa11d5b7b711fbe53c8
strings,PowerRoot.StepDirectPow,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 2. Dùng thuật toán bình phương–nhân tuần tự trên một worker nền. Sau mỗi phép nhân BigInteger lớn, ứng dụng cập nhật tiến trình và kiểm tra yêu cầu dừng.",,,,,,,untranslated,,c7c7b5e1961a4cacbb7c4d80cea3ddbfb9af661af9d10a1dd9b17679fd5deeeb
strings,PowerRoot.StepParallelNtt,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","Bước 2. Tách số mũ theo aᵐ⁺ⁿ = aᵐ × aⁿ, tính hai lũy thừa thành phần rồi nhân chúng để thu được kết quả chính xác. Tổng cộng sử dụng tối đa {0} luồng.",,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,02de8a5f0cd1c087d486e0358ce82b97ee16483d1cc06d5f461aef56aaa56425
strings,PowerRoot.StepSplit,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 2. Dùng aᵐ⁺ⁿ = aᵐ × aⁿ và chia số mũ: {0} = {1}.,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,,,untranslated,,9766ded6415a84325fbdc5205650e5e528c19101ed5490caca8b80a24c83a04c
strings,PowerRoot.StepSquareMultiply,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 3. {0} worker cùng tính các lũy thừa con bằng thuật toán bình phương–nhân; mỗi vòng giảm một nửa số mũ còn lại.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,5056f2cca051c620eafbb022323a5a84a1b31084faad81e72ea8f3a7f5403b58
strings,PowerRoot.StepCombine,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Bước 3. Ghép các kết quả theo cây nhân: {0}.,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,9380a78e8336afe0f14415aa596f0be535a150ac76b5155d26db15eb57de91e9
strings,PowerRoot.StepResult,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",Kết quả: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,"Views/PowerRootView.xaml.cs:3598
Views/PowerRootView.xaml.cs:3614
Views/PowerRootView.xaml.cs:3630
Views/PowerRootView.xaml.cs:3668",,untranslated,,f407afb11c0fe5b9404b6b5af6da3b2a9ca78cd6e8532d7b7c0a348aac7eef5a
strings,PowerRoot.InfoEngine,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Engine: BigInteger bình phương–nhân tuần tự (1 luồng),,,,,Views/PowerRootView.xaml.cs:3932,,untranslated,,32de548ae30fd17b072b9b1c8b7f5c3fe958225a5c65680e6d60516b34c34cc1
strings,PowerRoot.InfoEngineParallelNtt,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Engine: NTT/CRT chính xác đa luồng (DIF/DIT + nhóm worker cố định),,,,,Views/PowerRootView.xaml.cs:3930,,untranslated,,850ef0bf2ca5e3d423341195ebdb3b1a85d9a67970d119560dba67172e72ab08
strings,PowerRoot.InfoEngineParallelNttSplit,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Engine: lũy thừa phân nhánh SMT + NTT/CRT chính xác (DIF/DIT),,,,,Views/PowerRootView.xaml.cs:3928,,untranslated,,3a284be07a75e4f7dacd8145d61371af5601086e6889176d1c762854587341d2
strings,PowerRoot.InfoEngineBitShift,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Engine: dịch bit chính xác cho |a| = 2ᵏ (dùng BigInteger khi còn trong giới hạn; 2ᵏ ảo khi vượt giới hạn bit của runtime),,,,,Views/PowerRootView.xaml.cs:3918,,untranslated,,b9ab88a0a5ea7b88c357aae37a06392375a2a97800fccc008a4c24ce31b8dabc
strings,PowerRoot.InfoEnginePowerOfTen,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Engine: sinh trực tiếp ±10ᵏ (không tạo BigInteger),,,,,Views/PowerRootView.xaml.cs:3920,,untranslated,,a84033c9f76376233aa3fad5d7fc4449eac8ee2272561b226819b91b6f44c3c8
strings,PowerRoot.InfoDigits,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Số chữ số: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3935,,untranslated,,208930f492c1b6c510bd211496805993856e1b75950909bccba5f2977ae95e43
strings,PowerRoot.InfoRam,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Workspace thuật toán ước tính: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3940,,untranslated,,9c89139f6618ecfdecb084309350680c1b7da1084b9e6060188decbfd3abdec7
strings,PowerRoot.InfoProcessRam,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• RAM process hiện tại: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3953,,untranslated,,fec6f50b5dda934f0177cfaec414a1ae7df035e2250b88f7f4fe31275ebbbaf2
strings,PowerRoot.InfoProcessRamTrimmed,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• RAM process sau dọn workspace: {0} (trước dọn: {1}),,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3947,,untranslated,,f707fbea0cc05de91f02338c823004f1624b8d555add1a007b685d2262d09036
strings,PowerRoot.InfoNttBufferPool,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• NTT buffer pool: peak đang thuê {0}; cache tối đa {1}; tái sử dụng {2}/{3} lượt rent,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3989,,untranslated,,ca8605c31af49ef5d08aaed27597ab72969b093c451e62f7c8bb5a6c42e082e4
strings,PowerRoot.InfoTxtSize,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Dung lượng file TXT (ước tính): {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3958,,untranslated,,8d438115130a4266047d036e2ae4fe328153919480fe0201f11472c4d64db10a
strings,PowerRoot.InfoThreads,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Số luồng: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3963,,untranslated,,8a5aa8c65a31213c6d9080ce7b4e19754f88dfd8fd09d4cf521ae9029850589f
strings,PowerRoot.InfoWorkerBudget,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Ngân sách worker: {0}/{1} bộ xử lý logic,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:3982,,untranslated,,faed1823befc823be34deff5d1fc9af4ceb2c01d0f9dbfb33b513a506ecbceb0
strings,PowerRoot.InfoExponentSplit,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","• Tách số mũ: a^(m+n), m = {0}, n = {1} • hai nhóm worker: {2} + {3}",,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:4035,,untranslated,,2b7cd85ab38bed1e67481876543b1c995ea64946206768fbf7e1b8eed8bcacea
strings,PowerRoot.InfoExponentSplitProfile,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Hồ sơ phân nhánh: nhánh m {0} giây; nhánh n {1} giây; nhân ghép cuối {2} giây,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:4047,,untranslated,,1f7e7d5fb40df63c83be934bf9c507c373582f8a036e338214d9b8ee008e22a0
strings,PowerRoot.InfoTime,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Thời gian: {0} giây,,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,Views/PowerRootView.xaml.cs:3966,,untranslated,,6b4b455cc0281f3fe9ca2bd9a1c5edceef0af19ea99ff3553f6fb87dbdc80842
strings,PowerRoot.InfoNttProfile,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.",• Hồ sơ NTT ({0} phép nhân lớn): hoán vị bit {1} giây (DIF/DIT = 0); biến đổi thuận {2} giây; biến đổi nghịch {3} giây,,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:4058,,untranslated,,18a7c01973dd1139d070ae6c1f6ad82ba08154ccb4bd0a71cd95151a1dc704c5
strings,PowerRoot.InfoForwardNttProfile,"Lũy thừa và căn — nhập dữ liệu, kết quả và lời giải.","• Forward NTT:
  Chuẩn bị twiddle:
    Global cached tables: {0} giây ({1} stage)
    Local fused twiddle/Shoup: {2} giây ({3} stage)
  Local/cache SIMD stages: {4} giây
    L3-local SIMD stages (+ 2×L3 bridge khi bật): {5} giây
    L2-local SIMD stages: {6} giây
    L1 fused stages (stage-pair/radix-4): {7} giây
    Dispatch/barrier/other: {8} giây
  Global cached scalar stages: {9} giây
  Global uncached scalar stages: {10} giây",,,"{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{2}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{4}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{5}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{6}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{7}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{8}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{9}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{10}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,Views/PowerRootView.xaml.cs:4100,,untranslated,,905867213ba2c3c2712bfd2aa2e5b53896e451d9b570bf1fe8d194c340253f87
